product_id,product_category_name,product_name_lenght,product_description_lenght,product_photos_qty,product_weight_g,product_length_cm,product_height_cm,product_width_cm
1fa982d1487a8fb26cf1f1fefd715118,telephony,33,226,2,1950,22,42,61
4b441fccaa9b5ef2af27f0df21cdbc00,luggage_accessories,57,1461,5,2085,42,39,13
2d5c75a254e0ff940e593191be1fea3c,garden_tools,50,1973,1,469,41,12,24
7e8e3f3c0cecf5e3d4fd84984b6ea15f,housewares,71,1523,3,1427,62,41,68
d7713bde1e34aca790104cf1aba7f4df,health_beauty,30,1469,2,414,44,50,34
a5f5816816edaed117194644b750aba2,home_appliances,66,432,7,995,75,53,62
30cc3f026bbe093aa9ad60c17d8f506f,sports_leisure,76,1469,1,599,22,52,17
6c8f3f43a300febdd38e7489ea37cc75,telephony,68,386,7,1268,28,44,64
c57f72674b7f372e8d9885f8a009fa4d,auto,25,1962,2,301,26,39,48
5c185583d75f836b7e7e1d3d8c5b98a1,furniture_decor,42,1561,6,2491,78,16,66
7f98aa50fbe662a9a6c8f1f6737f1a63,pet_shop,37,496,1,791,46,45,38
1423ae674d6b37d5d356a77377c808f1,books_general_interest,30,245,7,1913,76,29,19
2b8f06837974a1d4959aa800306907c1,garden_tools,72,986,6,100,54,11,54
7472d0b42eb13753509f480382a5bb3a,health_beauty,52,529,7,330,26,57,27
f3a29f95d7ccaa2f799db85f2d6f6d16,baby,59,1011,6,1990,46,26,47
7760b4402963b80b6126c275a2a82254,auto,42,877,3,566,12,13,42
608880b89f967c6e61322f9cc9416a6a,pet_shop,63,1213,7,1396,50,29,42
cef3bb85e683d892c899cc6c2a14b631,bed_bath_table,59,1714,1,1017,68,16,22
59f7adce8491c82a9b035d390d1b2c2d,furniture_decor,47,855,4,1456,30,14,46
f56977a464a389dd11d9ec5d33f76406,perfumery,64,781,6,1657,48,15,21
b1aff88541b0aa14c38e83d1e576eef7,garden_tools,22,628,6,591,19,31,63
46a7c16d9876b5f1084f66359517d137,computers_accessories,50,348,3,100,54,30,68
0891d139a7ac4c1b66659a418c3a5202,garden_tools,42,252,2,759,28,58,52
ef20365cfb29bb5017c404b6cf9bf979,auto,49,1305,1,440,63,28,67
451ab90ce2668db44407019b35cf60e9,housewares,61,1093,7,503,14,48,19
38e582e56a399d6ce1c58ed988e41736,auto,41,449,7,1277,74,10,46
051fc97d0d66805893e3323bd42c24e7,bed_bath_table,35,1868,2,698,42,33,25
cf67a6bdf08246230ae685ac6881357d,garden_tools,76,619,3,2504,48,36,29
ee2e15d098f4fd5665ed80276b020ff1,perfumery,58,1902,7,719,10,37,66
ad0ddbe1d80f666155f0490a593886bd,furniture_decor,29,1625,1,496,46,27,53
0013beb4be9fb637807a03aedbdad75a,home_appliances,53,1946,5,1222,70,13,9
a1b9a2d0c212e923ab138be3ee708952,baby,78,1002,3,206,10,18,12
ad1bb23a62985ebf2c22db4c3168f062,perfumery,65,184,3,1147,48,44,28
680944cea9bc5ff0bec0daf7422ed1f8,luggage_accessories,40,1611,6,832,48,30,49
31b62a26006e9be16cf57bbadc6e25bd,housewares,57,285,6,882,26,10,56
106d175e1e2403fc50b6419fa7a1937e,health_beauty,41,840,2,681,19,55,27
8d50e501868d2bc7f4eeb4614dc8746f,baby,60,1233,3,1152,15,48,37
ab7990fd9ee73372c9f71aa8eee7d32c,cool_stuff,76,896,7,1269,12,18,49
8c8dd54a07310563910e78f9b8e540a2,housewares,65,1726,7,1242,64,21,59
670327f7e67f873d5a1655c1b6167750,bed_bath_table,54,1099,3,1908,22,3,60
21748969d82b5489e2bf4d77749e30a9,furniture_decor,35,765,4,601,78,14,57
9a87e7e3d0e269a822960b3dd35bc10a,pet_shop,35,800,2,100,27,8,8
b6ca7b05469dafd20f284e483c099f5c,health_beauty,65,641,5,970,19,47,65
dddb07877e4a058cc780e399f3db89b7,computers_accessories,31,1609,6,565,58,7,46
83fff7de9e774b7d663fdc4e266bd8c2,watches_gifts,44,516,6,1551,62,31,11
8837377c4ada1cc77b5579aa671adbb5,bed_bath_table,69,1063,6,2722,63,53,24
c480c4be1b122243c514420049af6bba,home_appliances,51,190,5,1729,24,3,15
9c868e64308aed9711adc949ac8f8c94,furniture_decor,26,1046,1,1296,56,9,16
1158bb1a02eafac56d6537785431137d,auto,40,1890,6,1229,23,34,18
2589d0da968a4f9644c05caf5cc5b1db,electronics,67,1356,6,2048,34,47,13
7d3ed1469a8f2582e8b3893606b4098f,stationery,59,1739,6,864,33,22,65
5b5321b82b7a26603e4117c9763417b6,furniture_decor,29,1186,5,604,67,7,53
7a8061ef77104d926b30640986731ace,computers_accessories,38,1711,6,1518,13,59,28
9e01f561a7e5f035eb42f8378c7f7fc6,cool_stuff,66,1934,4,2777,19,33,8
ad99ecdccb793584e4896813634d8c83,furniture_decor,23,638,6,1662,58,16,41
7b56632b69d65f028a0d77038543af15,telephony,26,660,7,1831,28,47,68
c7ccd8e5fb3b0f6ea52f427015dbe6f6,computers_accessories,76,1736,6,1056,33,2,68
ebd28106452b98d2c1468b4b48c0ca92,telephony,77,1694,4,1459,39,5,51
52b2aee29bfb049707cec11cf08f81c2,bed_bath_table,24,105,3,3182,75,24,9
09beb7b22d785b6c766af9848464254d,health_beauty,28,1734,1,1041,54,58,29
cb9d3617f08f24e68b2340ee90642544,watches_gifts,52,1961,5,1759,40,12,8
2c9e6ccf37021be5e67c06d1039898cf,baby,23,1547,4,1910,44,52,10
195fed7c14db78650a4f1a950acfbd99,sports_leisure,72,1078,3,520,16,31,49
43eb39ef0b93aa428c19cbb77e81ba94,furniture_decor,20,477,7,100,36,11,68
a7c0e12658373206b49b42dea8632a72,bed_bath_table,72,289,7,2153,19,58,34
66c66e1744d8ef7a1d8f6e68369743ea,sports_leisure,30,197,7,1203,49,27,30
3aedcaeaa44a41fa53041d381c00937a,toys,45,1053,1,870,29,8,34
b2ea1ab978be2e7fa604a089de832b78,health_beauty,54,1379,2,100,31,9,35
aa380aa44b7bce852d9757acd7d17312,luggage_accessories,29,908,3,1737,24,22,42
70468bc01ed1a1d4e5edeed2b8727c19,perfumery,64,664,1,2417,19,22,62
ef7637677f5a043c4fe472bae1a5069e,computers_accessories,65,340,3,1148,75,52,30
83c0b277095babb0a083c6c931ccf242,toys,20,1528,1,100,48,58,36
5f6ba84b8cb6e9774a79a1bd03a2ebfc,baby,67,1462,3,1747,70,16,9
0fa129215aeeac786f618ab46096334a,sports_leisure,75,293,2,293,61,26,64
c5ac01d012feb94be3e910fd7eba4a6e,furniture_decor,22,887,5,1926,13,57,61
d30fd43d086fc9a5699d4f2dd5cefa0b,pet_shop,25,1271,5,1227,52,53,43
37a6a1b800d93debd4ae851d29d37e33,office_furniture,35,224,2,1946,43,33,23
7dc004ec0eac8e7714a06edfc9cab175,garden_tools,37,634,5,1839,36,19,9
974c9313fc70036ca7e94ca02088d9eb,stationery,78,1884,7,2206,62,16,46
576609de8ee1ca4f423c33d2014cf66d,audio,67,874,6,467,19,46,46
6471a5440b24b663880aadcf2566999e,computers_accessories,43,204,5,3575,68,6,12
053d871607785afd52f1729cc09076b0,auto,37,1613,7,3026,59,43,44
0c8114147ad60278ddcf16d8a9bd05ff,toys,48,1551,7,1227,76,5,35
18472aaba1d447e7ab24b890d64dec66,toys,62,759,3,100,24,35,15
9c1ba77a50353e919dc16767858cb01b,computers_accessories,51,1237,6,2034,31,43,44
1e69e17aab71c4bcf57602e4ee993bfd,telephony,63,1672,2,1357,36,13,56
173dd9465854b328c5d7239e38e7e921,furniture_decor,27,1671,6,752,60,58,44
e8f403aa3fde47e9309120007cd31a9a,home_appliances,77,1955,4,1199,34,23,44
fa05c87b5bc624a151ff614f85401560,health_beauty,32,1359,4,3039,36,20,30
9baf0a1b31283a509f313abee42a6973,garden_tools,57,1304,4,2292,53,8,37
9148dd797690c688bc7b2c9739abe22f,bed_bath_table,30,1360,4,453,25,35,15
9aeafc37571a4d1d1baefc6a9011c20c,pet_shop,64,1647,3,859,61,58,24
7f1f850728e0e41f28ec6e05d0a11b39,stationery,50,528,2,1781,48,50,13
120b791a4b0bef9dea989d93067b699b,computers_accessories,51,685,1,1916,20,32,38
79d4a451e1ad9df934ac1c7f6b26a109,toys,76,1201,3,1629,56,50,43
c592cec0ccba671002cd01729c0a35ca,musical_instruments,66,638,2,146,36,50,69
ec659c018459c6c53012a0bb23a64573,office_furniture,74,999,4,2599,44,47,61
013b422bb210f69ce0caa82a134d3bf4,housewares,59,306,7,1330,56,19,17
e9a2a7cdfca02fd7ac122431200e6acb,housewares,20,1411,3,1907,72,34,35
ae91788dfc8181d6dc053eab76fbf9cd,garden_tools,79,1096,3,934,38,49,8
546a7d0ba05afa2b372c6634619f3e0c,cool_stuff,34,578,5,2173,30,50,15
881311cf2faec5c359d76d14481a9ea3,cool_stuff,24,595,1,661,71,59,17
5cada1dfe9c49105aa1d5a73e8dd04a3,fashion_bags_accessories,45,1070,6,850,77,30,64
b065a2a201b77d811fb86e7d9ed54222,housewares,39,579,7,1410,43,5,19
f02f6f9d32e7467c38475d5ddeedb4ca,health_beauty,44,661,5,2373,71,49,22
83f4e56a448c772644bb0cc9bbaccc7a,bed_bath_table,45,1031,1,1183,28,10,65
9af38ce3cf37ddd1c49b047f482fe606,sports_leisure,21,431,2,872,43,35,47
df8db58f2383d4763ea9530dd684a2f1,computers_accessories,35,1087,2,563,28,43,38
87fb470c806d7002ea3b49f4c327151f,auto,66,326,1,2209,76,26,54
b2de44266484618060a4479054636109,housewares,57,1618,4,884,17,55,62
83b3b1964627d3a45ac8b46c64884a72,garden_tools,57,117,5,1369,31,26,47
04ba8022327a43f79807edddd48e0e1a,computers_accessories,23,741,2,1390,62,55,49
b3ad212f2f366e7176f8e6ea3fcdd7ed,housewares,46,647,4,1020,36,48,11
6edab35abce89d09c92af659c47f2410,telephony,54,1096,1,715,33,25,13
2353746c96b9b6b3e4f680170e376be3,furniture_decor,44,1746,5,2528,57,4,57
88dc984a603065a128a24968918688e1,cool_stuff,48,1670,6,1784,19,13,45
f985543a98e92f5037af1a05cc10e0c8,toys,70,1435,2,1843,64,24,15
ea18cf9f63eda04c0ab1c53df8e2f0ee,perfumery,44,1755,5,173,60,4,30
4737a52544f97a5c62a1374ec295dd15,sports_leisure,77,298,2,1775,64,29,58
a8cf28b9fb4bb358f42053bb3ea1915f,telephony,66,1049,3,1238,74,53,27
96fbbc68f26d3ad8236c1c695363cdb2,sports_leisure,54,1382,7,390,47,57,46
9d453a69a771a77a340f316ea303e5e3,baby,20,177,3,2212,74,51,36
7221018907f89f635ba15c0e26d05572,electronics,44,472,7,1377,25,45,20
73aa1ef8dc2faf8ddfe4079aa4d69ac5,bed_bath_table,62,268,6,100,35,20,20
06902f8933996ca4c60151d27d268e95,bed_bath_table,44,1916,5,1746,70,20,69
9ab8049bc9ddd4f6a43e2fb7db2a26f7,electronics,47,1142,6,100,44,48,28
3af5f63c3eb8a4cd3249bb1a24b964f7,fashion_bags_accessories,31,926,5,1062,16,2,27
f6564c23295f734b7cff47a2e11bfa59,housewares,59,1275,1,1530,79,35,47
9025a1f92b68a8db44d83a12d7f8beab,home_appliances,41,1081,7,914,51,30,49
bdc43ec3acb3c9964e8f67dfe051f0dc,pet_shop,60,796,5,1530,17,55,21
cd69cfb064f1b361c16591279bd28db1,electronics,24,456,1,1065,12,47,69
03af766faa5198edc813ef50cff2804e,auto,52,1047,2,100,19,29,43
c275e739bf3b10eac171b0fcf1667293,health_beauty,51,1761,1,1134,45,15,53
2fe2cfe4786c0308b16598a40cf80731,auto,61,1589,1,478,40,10,13
b28992b47e392fd78170dabce60de50b,toys,22,1588,4,3183,15,57,31
55c260275c616fc085d48c2708e7b4ea,housewares,70,1342,1,3379,61,7,68
960397323850d0aeab6963f8e192e61a,luggage_accessories,29,1587,1,1194,40,26,23
bf2ca71a02923a18fd93c7705f6a9195,health_beauty,54,1176,6,1124,31,53,61
b52ca6ef60c6c3691b386b9b08711608,bed_bath_table,78,1727,5,2810,48,4,28
f4a4fe7813fc1e7c6cbcfb5f1b287b4e,cool_stuff,72,1486,1,909,26,34,51
872c22acbf43a5fd948fab7e0edaa549,stationery,55,1052,3,1621,29,9,34
e9f0fdec3ab423e2b99c881eb6110d01,health_beauty,72,1971,5,242,71,39,30
bf7aee87ca96fd4f49e418268114b740,electronics,45,196,2,206,27,8,57
d278d0bf652f6c661f8881e913155297,perfumery,45,737,2,389,60,23,50
02ae26644ded30ead7c816718fd6b155,bed_bath_table,56,990,7,982,41,31,34
f8292ec93c75802c73d6ba7ad044d9e3,electronics,79,1565,1,986,13,50,10
9f42aba4477375f342078d41ea38c8e3,electronics,67,690,7,2198,45,27,34
219b9a98eba6a2aa83a710b0982665e4,computers_accessories,71,1391,3,804,59,5,20
4821f384f23e6c6f04fe6caaede1b40a,garden_tools,68,1160,2,2167,39,56,25
fcc302371f28063f3388a41d36911b59,bed_bath_table,28,213,7,1722,30,50,52
e0444710607333dd87bdd8c68e46d738,pet_shop,72,1941,2,411,33,43,56
2a69f9021a041b7bde88ba7941fb9746,health_beauty,26,1862,1,1820,41,32,23
89b2053e11017024cf17575c7ece2807,auto,55,389,3,100,24,20,36
5e84bf3d56bb0d644f5274dca397983a,computers_accessories,35,1352,6,110,44,27,15
f4eaa125c260ab7599f84a87efa26933,computers_accessories,53,1067,5,103,73,52,39
40538f737c38edd157b4a03916f412d4,bed_bath_table,59,306,7,2787,36,16,15
4f4ede939fe4dcbe687eb5b2ccaa88ac,auto,45,315,1,1284,44,17,11
fcb43ffa262a8fa16c2d3074589bdfd6,baby,31,1257,1,366,65,17,33
e59629bd19dccdab9894c37cd60d7b61,health_beauty,37,439,2,100,28,3,47
b37f84e9a1c7aae641f901982206158c,computers_accessories,73,1799,1,3815,78,53,32
d158878bd3da265e5beac114f33ad747,electronics,22,1755,1,336,22,49,30
e2d821cbf2f86fd8d4e1659f2205a887,bed_bath_table,21,1686,2,100,10,39,41
ed6096faa464b97aac0f5723948bd061,perfumery,27,405,4,500,35,18,39
9bde27ba58b2dd0cbb783fe1be528598,computers_accessories,25,1024,3,1332,65,10,38
d3bffeb94b22bda8f6bed2ae3e855944,computers_accessories,28,1995,7,1911,30,3,50
348fea0ff0aa0d77aba9b8ba2bbbfaf3,bed_bath_table,75,1244,1,1913,64,38,67
1a3aea37e43628ec2455e9ae16c0d2a4,sports_leisure,43,435,4,1659,39,38,13
12be1af3ce104c59ba8aeb8f37e221ef,housewares,75,1735,4,1289,48,56,46
d6b3f26738618597c03ef0637d947834,sports_leisure,49,1160,7,1780,33,30,52
dac7ec344f0e0eb2881f14753e361592,auto,63,1285,2,2795,60,31,46
c740d4165a9f2452f50824fa0df637f7,electronics,57,766,6,900,38,2,24
2b8b2e387636b8e229a7036c388a862e,electronics,27,1155,4,1673,55,36,63
020c05ec82a3c3ce8d66b17c3e1e0ca9,computers_accessories,35,1244,1,1140,42,28,65
a920e159c4cf349a20d131c0d9dbbee9,watches_gifts,43,1607,3,1497,29,7,8
90da64881d43e138575639a0606bcbc6,health_beauty,40,1216,3,548,63,31,11
804e44692af6a00c253cb4d619ef6398,bed_bath_table,70,1028,7,1280,14,43,65
e31a946b100abcf42ee31111b08f2236,bed_bath_table,45,1158,3,100,28,11,12
9d2820a122f32019fc52753e81856868,bed_bath_table,39,340,4,2097,53,48,59
242fe6aa40fe5180e7447efc0dafb321,furniture_decor,65,1974,2,627,71,15,52
ba7c55c3bef9b31a256242d849762f00,computers_accessories,63,1070,1,1730,25,31,14
80b8614ef27f1dd35b28190e6cbe57e2,furniture_decor,55,755,3,1362,67,25,53
25c349fa90f81cd0d04c255d091f3811,auto,30,168,4,1620,57,43,8
7c5a9a98ec8b8c6dd4c66cb82b4f4306,toys,67,1047,2,1784,19,14,66
278393eb082fa819c838ee0005c5b7d3,baby,33,1101,2,1968,63,31,18
2ae7ebfee5696df6d677a7a6496af4d1,health_beauty,32,255,6,1980,14,42,56
5075a7fe3df3a81087fa9fccba20403f,computers_accessories,35,1129,5,884,42,41,39
5df3d9630de4aacc6104b906b996bccb,telephony,60,1857,2,1566,64,7,31
f11acc56034fef779f4776acdf9b0f71,auto,42,1248,4,1181,50,19,10
bb3f8b2bdb37189132fc15e1d5f8856d,furniture_decor,71,1802,3,100,49,20,57
a1cc7424ce7981911ab9cba2df5e2180,garden_tools,69,1203,1,1045,14,18,10
8d1adda4f5c3aae07f8f4459b329d48b,luggage_accessories,34,1899,1,1024,45,29,19
5760132f7392bb388ca5b00bf8f28ce2,health_beauty,58,959,4,1276,37,13,59
03c21bcc7211171d55503873ce68b1af,toys,70,1653,6,2324,50,58,9
45bd02620d3153efdfed3e5004b31059,watches_gifts,21,340,2,100,41,53,48
6c2d1843833edac64ba4ac85026cfb28,housewares,45,459,2,414,55,33,14
2bd36cdf21dd3cfe7c4ac5c72f3b4bcb,health_beauty,51,1353,1,1751,35,7,47
a8b1c06bb86a6649c2337d6dc8948100,health_beauty,61,915,7,1609,28,5,30
58ca068d7c656b619b141060eb1d24de,auto,70,1097,2,2454,14,12,32
e4df2e8c08fcd6e05130d823f457fad2,computers_accessories,76,204,2,2521,63,29,63
6044e19af021319490b09b4004ba58bd,garden_tools,74,1469,6,590,41,2,39
5a21443ea68512c82f6185ce3953f5bf,furniture_decor,62,988,6,1795,34,46,8
1c1342fd60467a7dbd0ed1eacad30b46,garden_tools,50,1367,1,2391,64,29,64
0c375b3191c8654216d2fba0b7f660f9,sports_leisure,44,1422,7,100,29,20,29
463d8d630694e04f82e3fdec6342e7d1,auto,74,364,6,669,43,4,28
89d0254ff77edab01b71f6a07e4b7bbf,furniture_decor,50,956,5,2139,46,17,60
a169fa75705879aead2399f9dc76855a,housewares,31,958,4,1575,26,49,21
f5e99a33fdd5f503a23e4b8c45e307d2,bed_bath_table,31,583,2,1763,18,29,10
d0019d7fe7e7d529a34d48e0504688c9,sports_leisure,53,1223,5,1851,73,14,22
859027b316ccb27f4a81ca0917dce8d6,computers_accessories,23,788,6,957,32,48,68
278c199f2243ca8cb2e05ca11d63641a,housewares,41,1981,1,100,55,9,34
f9d6fd89ecc6b1b5f34c811b6ebe8a27,perfumery,74,274,2,220,23,38,29
6a826ffd573a7d3a18f6733e3bba3d5b,sports_leisure,26,1498,5,100,64,53,65
24c5455cb41493d675ad9b25531ee9f6,bed_bath_table,70,834,3,237,62,40,53
35dec42b13f6679e6ee30181e35c4aa4,baby,38,568,7,2009,65,15,19
6dde8654df08f16717b3c782797a2b60,cool_stuff,71,1290,3,2542,48,55,63
a0f0fddc8c86c4820614536c3bdfe7b1,computers_accessories,77,1770,1,100,39,36,45
b18d5c88f99986fb3e60c141e5ae760a,computers_accessories,71,1438,5,1343,70,32,28
42b8c93c9c6660e012e51327f7db04a0,furniture_decor,52,1091,4,1048,75,12,10
c29af488c4fdbbec57941fde5778c80a,housewares,69,1361,5,1083,11,30,33
8c61c2a8ce092a6bf8126e54b02197d1,bed_bath_table,24,1387,2,1320,79,9,21
54d2dcdec232d05fe7c19cd4a0574247,computers_accessories,72,1606,7,1863,66,35,21
10107921b47d4984deef72e1cf9dea02,housewares,26,386,1,2286,65,17,48
bf7d94fa21ff7feb7e19762c85e7863e,watches_gifts,61,1806,7,1747,15,8,15
59ee925cf1f18d8acbbde8955b3606c0,electronics,57,868,5,100,25,24,51
dd8aa385a5caf680a1782bf883e7eefe,auto,32,970,5,100,30,50,52
d24b647475a68bdfa51d5893066849fb,computers_accessories,78,1190,5,808,64,15,59
ccb67c7f6371f0ccccaa13f062c35694,auto,53,920,2,1752,46,10,64
c3f3e0ccc807de69407963596b589c6c,electronics,59,1423,5,1041,18,44,9
7d222614214f820da2025aa5dd5235ee,telephony,64,343,2,138,77,49,46
73d362440c389134cf880b8cd1ed5d44,audio,72,1780,7,165,30,16,67
d29678cd6f19ce754ea325c9eb452a5b,toys,75,1403,2,1822,29,46,16
d7eaa83cf6f619e413b085e2baee93ec,bed_bath_table,34,1268,2,2963,47,25,14
d1fa0e06aaf5442645327a17a98331c3,computers_accessories,20,1931,6,648,43,38,57
3712439225caba0b30c01c314cfeac24,sports_leisure,20,881,2,100,34,57,57
26c824230941bb2440357d5c2d1c37e9,furniture_decor,67,232,6,1854,15,11,43
0bd0378d834038dab356d92acf6029e5,cool_stuff,27,1964,5,755,15,58,55
0d3d222ff74f7bc9d4e020c4433162de,musical_instruments,49,1030,3,1321,47,21,24
995824886591a9cf4d8c360eb309d4e1,pet_shop,62,399,4,2291,48,45,10
be34e75be7bc123ce36c4f568a26f00d,health_beauty,73,1461,3,1611,31,52,47
7b4109dafb09e4d39d57e1e0839a79d4,computers_accessories,46,726,4,236,68,30,17
1e8a048eff74a42592e12e49c43a7c0a,bed_bath_table,47,1305,6,2619,37,3,56
754363f8997b8499d783512fb3a58725,office_furniture,34,1259,5,2416,22,42,9
7d0808f2fff741c8121d40d2ab06c8eb,sports_leisure,75,349,2,394,26,49,35
4c61525e7f22ab4598e2d1457da53fdd,computers_accessories,20,335,4,2348,15,26,63
438c9933d492f87f7205c45f67f44552,health_beauty,58,1307,7,100,60,6,32
9a0a04a0dc883e637b753e7571e866af,perfumery,60,1681,6,773,43,18,43
b98b92a548d92b0bb25313540b62bcf0,luggage_accessories,42,1353,3,100,70,17,43
7b61e4e48e895307ca23ffe795747b42,housewares,33,805,2,100,56,34,19
4072702ba9ebdd9856ec367f132b9a1c,sports_leisure,75,818,3,1732,74,49,42
6f2673929859d108c8bbfeffe25a3847,health_beauty,34,1116,4,2083,75,29,64
5628b34eae64d6fe7d341575085b5373,fashion_bags_accessories,28,287,6,2605,63,36,32
821d02438b081e7a2722f27b861bc7ac,housewares,54,1822,4,2329,59,47,10
314265809f7e0a19240d69f3679155dd,luggage_accessories,36,1678,4,1014,79,57,47
a6212a893f730dbdece592c628bb1702,toys,31,386,5,333,66,46,14
b0916a1af64de2566e65ff4ecba82cc8,health_beauty,78,1628,2,1570,48,56,55
d9305873d35f8e899eef2e7fb999c3d0,garden_tools,60,702,7,100,70,31,47
33b3a4d1a6780a3d350d985a1deff0a2,fashion_bags_accessories,62,614,5,100,54,49,62
3219c20927ca885fd7705c1cc30e732d,housewares,49,995,4,733,56,3,56
e3b56db6ca07457a54da02340a18db38,perfumery,56,1458,1,191,34,18,61
0f6937b66b92ecb71542aa2164ad1df4,luggage_accessories,36,740,2,270,74,16,31
cd1de8254714708d53b3180fe2ff7ba4,auto,65,1473,3,2674,79,49,38
d5610a782ace3524782691db153704a4,telephony,46,1511,4,725,24,37,25
be6a8af6585c2ba8e1b5d0aee73cf655,health_beauty,24,1152,3,948,56,16,64
8893f4cec2f610d7721e00615b7eb766,watches_gifts,35,670,4,832,55,9,9
70ec1fab44a86621a9f347b8af5e7c27,bed_bath_table,55,531,2,100,44,22,36
7c2a54dc5b157cbd228619e3156b7b88,sports_leisure,52,1255,3,100,39,14,28
5909c068a0e53145a2deec5d6c3cf792,watches_gifts,22,219,1,1391,22,17,62
357baf9ee022dace4cf77dc241de53a4,housewares,29,431,5,1297,59,26,11
a36e47b1acbdcd60adca69219f888bea,toys,58,1459,1,1626,17,31,8
b4ef56eeaaddfd19ec49c53185305e93,perfumery,52,391,6,3134,18,56,50
e7c510ea799aea0a6954c6803c44bc9d,bed_bath_table,46,1353,3,1798,20,52,30
d3bbc2661580a1f3204b624966abd9c4,pet_shop,78,174,2,1891,57,46,19
7aedfb8d17b838db489e8b210f1ecf00,electronics,74,1388,7,1304,52,34,21
c139a792ea85bbca0c958d90cece89a7,bed_bath_table,73,735,1,3689,23,45,37
cbe7395406b149ae45923fce2b7f25c9,office_furniture,43,115,2,634,36,3,43
fe5904481070f68410d6f506b7e01b7c,perfumery,70,671,3,100,13,51,69
d41bcd9fd76c161fc68a0d5e45949ee9,electronics,78,1160,5,642,17,30,46
c986266e8cea1f0b22b9e21acaf6e9ee,sports_leisure,37,300,3,2104,25,11,22
092cf55e276efa61d8057deeb6052627,pet_shop,65,1544,2,2447,51,12,69
7b36014a2799e1221ef7dc2fc5c82e00,bed_bath_table,56,1510,2,1361,67,59,34
795ad897e19ad23ed7e971d77e174cf3,bed_bath_table,66,696,7,1887,79,49,19
701df8b69b422108eceb68cd4a89904b,housewares,30,1097,4,210,47,59,60
6f6a372a591093c2186c40cf3b00a94f,perfumery,36,567,7,1860,62,53,54
8a94d2126f3a1b47c3c61f2a74d4bea9,computers_accessories,31,921,3,2196,69,51,46
cdf0c0d6118a7998663f80fa29891518,health_beauty,45,1212,1,120,58,4,16
183c604222c116581a86dfcc2a6b111c,sports_leisure,21,390,1,1971,59,9,63
3b54d2ff0cf2146752c7f547d02a7746,health_beauty,20,253,1,100,77,45,36
0368521c8ec483c6bc15ed989d50ab25,housewares,48,1181,3,1781,45,20,38
851c67e3b57c0d115cdca21dd750b910,telephony,48,275,2,2373,20,36,62
b1db996a0bcfd67b00b78e76f1e0297d,housewares,41,287,4,2555,60,52,68
e4550dffb62098ae66bde9fbfc9dfc69,furniture_decor,78,493,3,1627,50,22,30
6559e82a0bb1e5e81c12a20672b857c6,perfumery,38,336,1,877,71,3,16
a32be5df0eff524fbd8f1e379df8c2d2,toys,61,852,7,1481,40,48,17
6e68e17dcd0a3b8a45a25e9f06b9804a,office_furniture,79,233,7,2454,30,16,14
ed5da262523f63ba94f2f86e80466aae,cool_stuff,64,834,2,222,54,8,56
7c02bce9dde2eb37fe8ba7800b2ba364,auto,39,1759,4,1830,11,30,30
56d58b95abbe4256b7fdc1c452c9adff,bed_bath_table,20,1221,2,1987,13,49,55
2f4bd1bd30948049ad802e8119cf02fd,computers_accessories,64,1427,7,1338,55,5,41
3b8d2b1c85402433652dca8024242fe2,telephony,50,1203,1,949,66,42,28
baf2203bf868762a2964abd3a6d1a6a6,health_beauty,31,1280,4,1001,47,13,55
fae2abdd040fbd174866d9931212f08a,bed_bath_table,32,352,1,100,24,56,59
cb99dce73c55df9b561c0805d7d168a9,bed_bath_table,69,712,7,1378,16,37,28
55bc5ee1cb3a22478664164b93967105,fashion_bags_accessories,22,348,1,1473,11,53,10
78ce000a590b6b63efc520c3ad2874a1,computers_accessories,60,1665,1,1841,77,22,17
cdc521eb98c14528b69f4946418cb29a,stationery,57,922,2,100,44,19,33
3790f832f8f86046805bc467181c2625,computers_accessories,32,1744,1,1381,72,31,47
492d38a09ee49c45a5595db97681db1f,musical_instruments,43,1597,7,305,11,7,32
68059ef5fcb05f7f062e5cfdfac776c1,computers_accessories,50,1474,1,978,54,21,38
0ac7796f4013a1c1b93f67dc3b1a1dd8,sports_leisure,33,1003,7,1551,55,10,20
b25f484f42e9dc12be6c633ba12abe4d,housewares,65,1209,2,912,55,9,51
921294e11453cba4cba121b9216baa3f,computers_accessories,27,1043,3,100,45,53,39
1922d86dcb3795e4b64d80e07ad69bd7,health_beauty,60,1487,1,1103,62,23,38
aed250492dc9667bb301a8d89f2dc92a,bed_bath_table,70,1162,4,1922,57,38,25
3d8d4ec8c8bc6e647dfec5a9ddaa5ecb,bed_bath_table,65,1567,4,1302,18,58,36
642857026c6d15324b2d75c273e41115,auto,52,455,2,993,69,52,32
98170129f60c2f940d4e57083832f521,health_beauty,77,231,4,1391,10,19,43
913aeb527af25b5e43a9a8f455c94380,telephony,74,340,7,357,34,56,49
aa915ac71bec4b7c33afdb7604d9202c,housewares,62,1203,1,2414,29,10,11
4d573a0bc27917cfc04a2dbafecb6440,luggage_accessories,38,541,5,1808,56,53,54
379dd1688f07be05cfd1e9230d943779,electronics,71,719,6,1135,19,50,38
9459097f0c58c38ad60150e9a5d15563,bed_bath_table,68,1915,7,815,54,21,40
659c03035d32ea74843455e90df371e1,luggage_accessories,63,1618,2,1612,72,50,35
6b0644e6008d002730e64d1d43b2de8b,fashion_bags_accessories,41,453,3,659,60,53,55
